"","agency_code","proj_code","s_id","o_id","h_no","samp_no","spec_id","o_latitude_GDA94","o_longitude_GDA94","o_date_desc","h_upper_depth","h_lower_depth","morphology","morphology_attribute","morphology_attribute_value"
"38","199","CAN","C410","1","N/A","N/A","N/A",-34.7984695435,146.0679168701,"08101959","N/A","N/A","OBSERVATIONS","o_drainage","3"
"39","199","CAN","C5","1","N/A","N/A","N/A",-34.5984649658,146.2179107666,"12101953","N/A","N/A","OBSERVATIONS","o_drainage","3"
"40","199","CAN","C501","1","N/A","N/A","N/A",-34.6651344299,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"41","199","CAN","C502","1","N/A","N/A","N/A",-34.6651344299,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"42","199","CAN","C503","1","N/A","N/A","N/A",-34.6651344299,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"43","199","CAN","C504","1","N/A","N/A","N/A",-34.6651344299,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"44","199","CAN","C505","1","N/A","N/A","N/A",-34.6651344299,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"45","199","CAN","C506","1","N/A","N/A","N/A",-34.6651344299,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"46","199","CAN","C507","1","N/A","N/A","N/A",-34.6651344299,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"47","199","CAN","C508","1","N/A","N/A","N/A",-34.6651344299,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"48","199","CAN","C509","1","N/A","N/A","N/A",-34.7651329041,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"49","199","CAN","C510","1","N/A","N/A","N/A",-34.7651329041,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"50","199","CAN","C512","1","N/A","N/A","N/A",-34.7651329041,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"51","199","CAN","C513","1","N/A","N/A","N/A",-34.6984672546,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"52","199","CAN","C514","1","N/A","N/A","N/A",-34.6984672546,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"53","199","CAN","C515","1","N/A","N/A","N/A",-34.6984672546,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"54","199","CAN","C516","1","N/A","N/A","N/A",-34.6984672546,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"55","199","CAN","C517","1","N/A","N/A","N/A",-34.6984672546,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"56","199","CAN","C518","1","N/A","N/A","N/A",-34.6984672546,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"57","199","CAN","C519","1","N/A","N/A","N/A",-34.6984672546,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"58","199","CAN","C520","1","N/A","N/A","N/A",-34.6984672546,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"59","199","CAN","C521","1","N/A","N/A","N/A",-34.7126350403,146.0765228271,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","5"
"60","199","CAN","C522","1","N/A","N/A","N/A",-34.7126350403,146.0765228271,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","5"
"61","199","CAN","C523","1","N/A","N/A","N/A",-34.7126350403,146.0765228271,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","5"
"62","199","CAN","C524","1","N/A","N/A","N/A",-34.7126350403,146.0765228271,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","5"
"63","199","CAN","C525","1","N/A","N/A","N/A",-34.6862449646,146.0918121338,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","5"
"64","199","CAN","C526","1","N/A","N/A","N/A",-34.6862449646,146.0918121338,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","5"
"65","199","CAN","C527","1","N/A","N/A","N/A",-34.6862449646,146.0918121338,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","5"
"66","199","CAN","C528","1","N/A","N/A","N/A",-34.6862449646,146.0918121338,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","5"
"67","199","CAN","C529","1","N/A","N/A","N/A",-34.6651344299,146.0890350342,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"68","199","CAN","C530","1","N/A","N/A","N/A",-34.6651344299,146.0890350342,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"69","199","CAN","C531","1","N/A","N/A","N/A",-34.6651344299,146.0890350342,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"70","199","CAN","C532","1","N/A","N/A","N/A",-34.6651344299,146.0890350342,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"71","199","CAN","C533","1","N/A","N/A","N/A",-34.6651344299,146.0890350342,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"72","199","CAN","C534","1","N/A","N/A","N/A",-34.6651344299,146.0890350342,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"73","199","CAN","C535","1","N/A","N/A","N/A",-34.6651344299,146.0890350342,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"74","199","CAN","C536","1","N/A","N/A","N/A",-34.6651344299,146.0890350342,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"75","199","CAN","C541","1","N/A","N/A","N/A",-34.664855957,146.088470459,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"76","199","CAN","C542","1","N/A","N/A","N/A",-34.664855957,146.088470459,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"77","199","CAN","C543","1","N/A","N/A","N/A",-34.664855957,146.088470459,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"78","199","CAN","C544","1","N/A","N/A","N/A",-34.664855957,146.088470459,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"79","199","CAN","C545","1","N/A","N/A","N/A",-34.664855957,146.088470459,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"80","199","CAN","C546","1","N/A","N/A","N/A",-34.664855957,146.088470459,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"81","199","CAN","C547","1","N/A","N/A","N/A",-34.664855957,146.088470459,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"82","199","CAN","C548","1","N/A","N/A","N/A",-34.664855957,146.088470459,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"83","199","CAN","C549","1","N/A","N/A","N/A",-34.6651344299,146.0356903076,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"84","199","CAN","C550","1","N/A","N/A","N/A",-34.6651344299,146.0356903076,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"85","199","CAN","C551","1","N/A","N/A","N/A",-34.6651344299,146.0356903076,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"86","199","CAN","C552","1","N/A","N/A","N/A",-34.6651344299,146.0356903076,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"87","199","CAN","C553","1","N/A","N/A","N/A",-34.6651344299,146.0356903076,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"88","199","CAN","C554","1","N/A","N/A","N/A",-34.6651344299,146.0356903076,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"89","199","CAN","C555","1","N/A","N/A","N/A",-34.6651344299,146.0356903076,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"90","199","CAN","C556","1","N/A","N/A","N/A",-34.6651344299,146.0356903076,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"91","199","CAN","C557","1","N/A","N/A","N/A",-34.7651329041,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"92","199","CAN","C558","1","N/A","N/A","N/A",-34.7651329041,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"93","199","CAN","C559","1","N/A","N/A","N/A",-34.7651329041,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"94","199","CAN","C560","1","N/A","N/A","N/A",-34.7651329041,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"95","199","CAN","C561","1","N/A","N/A","N/A",-34.6984672546,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"96","199","CAN","C562","1","N/A","N/A","N/A",-34.6984672546,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"97","199","CAN","C563","1","N/A","N/A","N/A",-34.6984672546,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"98","199","CAN","C564","1","N/A","N/A","N/A",-34.6984672546,146.0345916748,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"99","199","CAN","C565","1","N/A","N/A","N/A",-34.7126350403,146.0765228271,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"100","199","CAN","C566","1","N/A","N/A","N/A",-34.7126350403,146.0765228271,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"101","199","CAN","C567","1","N/A","N/A","N/A",-34.7126350403,146.0765228271,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"102","199","CAN","C568","1","N/A","N/A","N/A",-34.7126350403,146.0765228271,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"103","199","CAN","C569","1","N/A","N/A","N/A",-34.6862449646,146.0754241943,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"104","199","CAN","C570","1","N/A","N/A","N/A",-34.6862449646,146.0754241943,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"105","199","CAN","C571","1","N/A","N/A","N/A",-34.6862449646,146.0754241943,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"106","199","CAN","C572","1","N/A","N/A","N/A",-34.6862449646,146.0754241943,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"107","199","CAN","C573","1","N/A","N/A","N/A",-34.6829109192,146.0876464844,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"108","199","CAN","C574","1","N/A","N/A","N/A",-34.6829109192,146.0876464844,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"109","199","CAN","C575","1","N/A","N/A","N/A",-34.6829109192,146.0876464844,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"110","199","CAN","C576","1","N/A","N/A","N/A",-34.6829109192,146.0876464844,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"111","199","CAN","C577","1","N/A","N/A","N/A",-34.6651344299,146.0890350342,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"112","199","CAN","C578","1","N/A","N/A","N/A",-34.6651344299,146.0890350342,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"113","199","CAN","C579","1","N/A","N/A","N/A",-34.6651344299,146.0890350342,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"114","199","CAN","C580","1","N/A","N/A","N/A",-34.6651344299,146.0890350342,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","3"
"115","199","CAN","C581","1","N/A","N/A","N/A",-34.665145874,145.0884857178,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"116","199","CAN","C582","1","N/A","N/A","N/A",-34.6651344299,146.088470459,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"117","199","CAN","C583","1","N/A","N/A","N/A",-34.6651344299,146.088470459,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"118","199","CAN","C584","1","N/A","N/A","N/A",-34.6651344299,146.088470459,"01121961","N/A","N/A","OBSERVATIONS","o_drainage","4"
"119","199","CAN","C6","1","N/A","N/A","N/A",-34.5984649658,146.2179107666,"12101953","N/A","N/A","OBSERVATIONS","o_drainage","2"
"120","199","CAN","C617","1","N/A","N/A","N/A",-34.7151107788,148.3345489502,"12071966","N/A","N/A","OBSERVATIONS","o_drainage","5"
"121","199","CAN","C618","1","N/A","N/A","N/A",-30.4151229858,145.8511962891,"13071966","N/A","N/A","OBSERVATIONS","o_drainage","3"
"122","199","CAN","C618A","1","N/A","N/A","N/A",-35.4151382446,145.851272583,"13071966","N/A","N/A","OBSERVATIONS","o_drainage","3"
"123","199","CAN","C619","1","N/A","N/A","N/A",-35.331817627,144.8679504395,"15071966","N/A","N/A","OBSERVATIONS","o_drainage","3"
"124","199","CAN","C620","1","N/A","N/A","N/A",-35.3484840393,144.851272583,"15071966","N/A","N/A","OBSERVATIONS","o_drainage","3"
"125","199","CAN","C7","1","N/A","N/A","N/A",-34.5984649658,146.2179107666,"13101953","N/A","N/A","OBSERVATIONS","o_drainage","2"
"126","199","CAN","C8","1","N/A","N/A","N/A",-34.5817985535,146.2179107666,"13101953","N/A","N/A","OBSERVATIONS","o_drainage","1"
"127","199","CAN","C9","1","N/A","N/A","N/A",-34.5817985535,146.2179107666,"14101953","N/A","N/A","OBSERVATIONS","o_drainage","5"
"128","199","CAN","CP100","1","N/A","N/A","N/A",-34.6151313782,146.3512420654,"10101978","N/A","N/A","OBSERVATIONS","o_drainage","3"
"129","199","CAN","CP101","1","N/A","N/A","N/A",-34.1651344299,146.0179138184,"11101978","N/A","N/A","OBSERVATIONS","o_drainage","6"
"130","199","CAN","CP109","1","N/A","N/A","N/A",-34.9095344543,150.6650695801,"20121978","N/A","N/A","OBSERVATIONS","o_drainage","2"
"131","199","CAN","CP110","1","N/A","N/A","N/A",-34.9095344543,150.6650695801,"20121978","N/A","N/A","OBSERVATIONS","o_drainage","1"
"132","199","CAN","CP111","1","N/A","N/A","N/A",-30.1484222412,149.6844787598,"29081978","N/A","N/A","OBSERVATIONS","o_drainage","3"
